country,state,county,type,measure,beds,population,year
US,MS,simpson,ICU,1000HAB,0,27215,2019
US,MS,smith,ACUTE,1000HAB,1.799677,16114,2018
US,MS,smith,ICU,1000HAB,0,16114,2019
US,MS,stone,ICU,1000HAB,1.390356,17981,2018
US,MS,sunflower,ACUTE,1000HAB,5.20156,26915,2018
US,MS,sunflower,ICU,1000HAB,0,26915,2019
US,MS,tallahatchie,ICU,1000HAB,1.236943,14552,2018
US,MS,tate,ACUTE,1000HAB,2.682384,28333,2018
US,MS,tate,ICU,1000HAB,0,28333,2019
US,MS,tippah,ACUTE,1000HAB,1.136725,21993,2018
US,MS,tippah,ICU,1000HAB,0,21993,2019
US,MS,tishomingo,ACUTE,1000HAB,2.464572,19476,2018
US,MS,tishomingo,ICU,1000HAB,0,19476,2019
US,MS,tunica,ICU,1000HAB,0,10276,2019
US,MS,union,ACUTE,1000HAB,5.425147,28202,2018
US,MS,union,ICU,1000HAB,0.283668,28202,2019
US,MS,walthall,ICU,1000HAB,1.704158,14670,2018
US,MS,warren,ACUTE,1000HAB,7.5984,47510,2018
US,MS,warren,ICU,1000HAB,0.46306,47510,2019
US,MS,warren,OTHER,1000HAB,0.736687,47510,2018
US,MS,washington,ACUTE,1000HAB,6.749719,48002,2018
US,MS,washington,ICU,1000HAB,0.458314,48002,2019
US,MS,washington,OTHER,1000HAB,0.812466,48002,2018
US,MS,wayne,ACUTE,1000HAB,3.910451,20458,2018
US,MS,wayne,ICU,1000HAB,0.293284,20458,2019
US,MS,webster,ACUTE,1000HAB,3.850831,9868,2018
US,MS,webster,ICU,1000HAB,0,9868,2019
US,MS,wilkinson,ACUTE,1000HAB,2.752092,9084,2018
US,MS,wilkinson,ICU,1000HAB,2.752092,9084,2018
US,MS,winston,ACUTE,1000HAB,3.679255,18482,2018
US,MS,winston,ICU,1000HAB,0,18482,2019
US,MS,winston,PSYCHIATRIC,1000HAB,1.352667,18482,2018
US,MS,yalobusha,ACUTE,1000HAB,2.092387,12426,2018
US,MS,yalobusha,ICU,1000HAB,0,12426,2019
US,MS,yazoo,ICU,1000HAB,0.909223,27496,2018
US,MT,beaverhead,ICU,1000HAB,2.67094,9360,2018
US,MT,big horn,ICU,1000HAB,4.589917,13290,2018
US,MT,blaine,ICU,1000HAB,0,6646,2019
US,MT,broadwater,ICU,1000HAB,7.645526,5755,2018
US,MT,carbon,ICU,1000HAB,0.955475,10466,2018
US,MT,carter,ICU,1000HAB,23.484848,1320,2018
US,MT,cascade,ACUTE,1000HAB,5.329031,81816,2018
US,MT,cascade,ICU,1000HAB,0.244451,81816,2019
US,MT,chouteau,ICU,1000HAB,14.108741,5812,2018
US,MT,custer,ICU,1000HAB,7.566204,11895,2018
US,MT,daniels,ICU,1000HAB,30.201342,1788,2018
US,MT,dawson,ICU,1000HAB,10.29601,9324,2018
US,MT,deer lodge,ICU,1000HAB,9.527982,9131,2018
US,MT,deer lodge,PSYCHIATRIC,1000HAB,19.055963,9131,2018
US,MT,fallon,ICU,1000HAB,13.675214,2925,2018
US,MT,fergus,ICU,1000HAB,7.945617,11327,2018
US,MT,flathead,ACUTE,1000HAB,2.142553,96147,2018
US,MT,flathead,ICU,1000HAB,0.260019,96147,2018
US,MT,gallatin,ACUTE,1000HAB,0.893451,100733,2018
US,MT,gallatin,ICU,1000HAB,0.079418,100733,2019
US,MT,garfield,ICU,1000HAB,22.099448,1086,2018
US,MT,glacier,ACUTE,1000HAB,1.901002,13677,2019
US,MT,glacier,ICU,1000HAB,0.950501,13677,2018
US,MT,golden valley,ICU,1000HAB,0,747,2019
US,MT,granite,ICU,1000HAB,2.807236,3206,2018
US,MT,hill,ACUTE,1000HAB,2.975468,16468,2018
US,MT,hill,ICU,1000HAB,0.364343,16468,2019
US,MT,jefferson,ICU,1000HAB,0,11625,2019
US,MT,judith basin,ICU,1000HAB,0,1965,2019
US,MT,lake,ICU,1000HAB,3.557152,29518,2018
US,MT,lewis and clark,ACUTE,1000HAB,1.855483,66290,2018
US,MT,lewis and clark,ICU,1000HAB,0.120682,66290,2019
US,MT,lewis and clark,OTHER,1000HAB,0.301705,66290,2018
US,MT,liberty,ICU,1000HAB,11.135857,2245,2018
US,MT,lincoln,ICU,1000HAB,1.298769,19249,2018
US,MT,madison,ICU,1000HAB,2.531005,7902,2018
US,MT,mccone,ICU,1000HAB,14.467593,1728,2018
US,MT,meagher,ICU,1000HAB,12.5,2000,2018
US,MT,mineral,ICU,1000HAB,5.960897,4194,2018
US,MT,missoula,ACUTE,1000HAB,3.536693,114231,2018
US,MT,missoula,ICU,1000HAB,0.280134,114231,2019
US,MT,musselshell,ICU,1000HAB,5.245489,4766,2018
US,MT,park,ICU,1000HAB,1.562402,16001,2018
US,MT,petroleum,ICU,1000HAB,0,453,2019
US,MT,phillips,ICU,1000HAB,1.449626,4139,2018
US,MT,pondera,ICU,1000HAB,12.991284,6081,2018
US,MT,powder river,ICU,1000HAB,0,1610,2019
US,MT,powell,ICU,1000HAB,2.335085,6852,2018
US,MT,prairie,ICU,1000HAB,16.603774,1325,2018
US,MT,ravalli,ICU,1000HAB,0.894001,41387,2018
US,MT,richland,ICU,1000HAB,10.346339,11405,2018
US,MT,roosevelt,ICU,1000HAB,4.01141,11218,2018
US,MT,rosebud,ICU,1000HAB,5.91907,9292,2018
US,MT,sanders,ICU,1000HAB,3.854915,11414,2018
US,MT,sheridan,ICU,1000HAB,27.186099,3568,2018
US,MT,silver bow,ACUTE,1000HAB,2.839427,34514,2018
US,MT,silver bow,ICU,1000HAB,0.318711,34514,2019
US,MT,silver bow,PSYCHIATRIC,1000HAB,3.129165,34514,2018
US,MT,stillwater,ICU,1000HAB,2.462,9342,2018
US,MT,sweet grass,ICU,1000HAB,13.713659,3646,2018
US,MT,teton,ICU,1000HAB,6.622517,6040,2018
US,MT,toole,ICU,1000HAB,4.969191,5031,2018
US,MT,treasure,ICU,1000HAB,0,790,2019
US,MT,valley,ICU,1000HAB,3.306441,7561,2018
US,MT,wheatland,ICU,1000HAB,11.859583,2108,2018
US,MT,wibaux,ICU,1000HAB,0,1121,2019
US,MT,yellowstone,ACUTE,1000HAB,3.774019,156332,2018
US,MT,yellowstone,ICU,1000HAB,0.262262,156332,2019
US,MT,yellowstone,OTHER,1000HAB,0.255866,156332,2018
US,NC,alamance,ACUTE,1000HAB,1.507818,157844,2018
US,NC,alamance,ICU,1000HAB,0.126707,157844,2019
US,NC,alexander,ACUTE,1000HAB,0.672785,37159,2018
US,NC,alexander,ICU,1000HAB,0,37159,2019
US,NC,alleghany,ACUTE,1000HAB,3.749428,10935,2018
US,NC,alleghany,ICU,1000HAB,0,10935,2019
US,NC,anson,ACUTE,1000HAB,6.345227,25531,2015
US,NC,anson,ICU,1000HAB,0,25531,2019
US,NC,ashe,ACUTE,1000HAB,2.832333,26833,2018
US,NC,ashe,ICU,1000HAB,0,26833,2019
US,NC,avery,ACUTE,1000HAB,2.85144,17535,2018
US,NC,avery,ICU,1000HAB,0,17535,2019
US,NC,beaufort,ACUTE,1000HAB,4.036689,47316,2015
US,NC,beaufort,ICU,1000HAB,0.169076,47316,2019
US,NC,beaufort,PSYCHIATRIC,1000HAB,2.367064,47316,2018
US,NC,bertie,ACUTE,1000HAB,0.301311,19913,2018
US,NC,bertie,ICU,1000HAB,0,19913,2019
US,NC,bladen,ACUTE,1000HAB,1.699385,34130,2018
US,NC,bladen,ICU,1000HAB,0.117199,34130,2019
US,NC,brunswick,ACUTE,1000HAB,1.305206,122586,2015
US,NC,brunswick,ICU,1000HAB,0.154993,122586,2019
US,NC,buncombe,ACUTE,1000HAB,3.024561,252268,2018
US,NC,buncombe,ICU,1000HAB,0.65803,252268,2019
US,NC,buncombe,OTHER,1000HAB,0.4519,252268,2018
US,NC,burke,ACUTE,1000HAB,5.016986,88898,2015
US,NC,burke,ICU,1000HAB,0.179982,88898,2019
US,NC,cabarrus,ACUTE,1000HAB,2.323146,196716,2018
US,NC,cabarrus,ICU,1000HAB,0.127087,196716,2019
US,NC,cabarrus,OTHER,1000HAB,0.203339,196716,2018
US,NC,caldwell,ACUTE,1000HAB,1.344661,81805,2018
US,NC,caldwell,ICU,1000HAB,0.14669,81805,2019
US,NC,camden,ICU,1000HAB,0,10336,2019
US,NC,carteret,ACUTE,1000HAB,1.965094,68699,2018
US,NC,carteret,ICU,1000HAB,0.11645,68699,2019
US,NC,caswell,ICU,1000HAB,0,22833,2019
US,NC,catawba,ACUTE,1000HAB,3.924908,156182,2018
US,NC,catawba,ICU,1000HAB,0.332945,156182,2019
US,NC,chatham,ACUTE,1000HAB,0.36569,68364,2018
US,NC,chatham,ICU,1000HAB,0.05851,68364,2019
US,NC,cherokee,ACUTE,1000HAB,6.954812,27463,2018
US,NC,cherokee,ICU,1000HAB,0,27463,2019
US,NC,chowan,ACUTE,1000HAB,6.193459,14370,2018
US,NC,chowan,ICU,1000HAB,0.278358,14370,2019
US,NC,clay,ICU,1000HAB,0,10753,2019
US,NC,cleveland,ACUTE,1000HAB,4.153012,97038,2016
US,NC,cleveland,ICU,1000HAB,0.587399,97038,2019
US,NC,cleveland,OTHER,1000HAB,0.288547,97038,2018
US,NC,columbus,ACUTE,1000HAB,2.721377,56589,2018
US,NC,columbus,ICU,1000HAB,0.176713,56589,2019
US,NC,craven,ACUTE,1000HAB,3.385764,103374,2018
US,NC,craven,ICU,1000HAB,0.6965,103374,2019
US,NC,cumberland,ACUTE,1000HAB,2.001406,332766,2018
US,NC,cumberland,ICU,1000HAB,0.144246,332766,2019
US,NC,currituck,ICU,1000HAB,0,25247,2019
US,NC,dare,ACUTE,1000HAB,0.593019,35412,2018
US,NC,dare,ICU,1000HAB,0,35412,2019
US,NC,davidson,ACUTE,1000HAB,1.480642,164118,2018
US,NC,davidson,ICU,1000HAB,0.176702,164118,2019
US,NC,davie,ACUTE,1000HAB,3.136523,41766,2017
US,NC,davie,ICU,1000HAB,0,41766,2019
US,NC,duplin,ACUTE,1000HAB,1.701769,59350,2018
US,NC,duplin,ICU,1000HAB,0.151643,59350,2019
US,NC,durham,ACUTE,1000HAB,4.5203,300865,2018
US,NC,durham,ICU,1000HAB,0.491915,300865,2019
US,NC,edgecombe,ACUTE,1000HAB,2.165383,54032,2018
US,NC,edgecombe,ICU,1000HAB,0.277613,54032,2019
US,NC,forsyth,ACUTE,1000HAB,5.171543,368362,2018
US,NC,forsyth,ICU,1000HAB,0.703113,368362,2019
US,NC,franklin,ACUTE,1000HAB,1.299596,63866,2012
US,NC,franklin,ICU,1000HAB,0,63866,2019
US,NC,gaston,ACUTE,1000HAB,2.032245,214049,2018
US,NC,gaston,ICU,1000HAB,0.345715,214049,2019
US,NC,gaston,OTHER,1000HAB,0.186873,214049,2018
US,NC,gates,ICU,1000HAB,0,11601,2019
US,NC,graham,ICU,1000HAB,0,8607,2019
US,NC,granville,ACUTE,1000HAB,2.427226,58503,2018
US,NC,granville,ICU,1000HAB,0.102559,58503,2019
US,NC,greene,ICU,1000HAB,0,21059,2019
US,NC,guilford,ACUTE,1000HAB,3.130335,517197,2018
US,NC,guilford,ICU,1000HAB,0.274557,517197,2019
US,NC,guilford,OTHER,1000HAB,0.259089,517197,2018
US,NC,guilford,PSYCHIATRIC,1000HAB,0.15468,517197,2018
US,NC,halifax,ACUTE,1000HAB,5.85086,52300,2018
US,NC,halifax,ICU,1000HAB,0.305927,52300,2019
US,NC,harnett,ACUTE,1000HAB,1.172788,128753,2018
US,NC,harnett,ICU,1000HAB,0.108735,128753,2019
US,NC,harnett,PSYCHIATRIC,1000HAB,0.124269,128753,2018
US,NC,haywood,ACUTE,1000HAB,3.174391,59854,2018
US,NC,haywood,ICU,1000HAB,0.200488,59854,2019
US,NC,henderson,ACUTE,1000HAB,2.89775,112156,2018
US,NC,henderson,ICU,1000HAB,0.240736,112156,2019
US,NC,hertford,ACUTE,1000HAB,4.698706,24262,2018
US,NC,hertford,ICU,1000HAB,0.412167,24262,2019
US,NC,hoke,ACUTE,1000HAB,0.932073,52571,2018
US,NC,hoke,ICU,1000HAB,0,52571,2019
US,NC,hyde,ICU,1000HAB,0,5507,2019
US,NC,iredell,ACUTE,1000HAB,2.950565,169798,2018
US,NC,iredell,ICU,1000HAB,0.212017,169798,2019
US,NC,jackson,ACUTE,1000HAB,2.061114,41725,2018
US,NC,jackson,ICU,1000HAB,0.215698,41725,2019
US,NC,johnston,ACUTE,1000HAB,1.068124,186308,2018
US,NC,johnston,ICU,1000HAB,0.128819,186308,2019
US,NC,jones,ICU,1000HAB,0,9776,2019
US,NC,lee,ACUTE,1000HAB,2.123568,59805,2018
US,NC,lee,ICU,1000HAB,0.133768,59805,2019
US,NC,lenoir,ACUTE,1000HAB,4.505127,57934,2018
US,NC,lenoir,ICU,1000HAB,0.241654,57934,2019
US,NC,lincoln,ACUTE,1000HAB,1.254596,80504,2018
US,NC,lincoln,ICU,1000HAB,0.124217,80504,2019
US,NC,macon,ACUTE,1000HAB,2.429742,34160,2018
US,NC,macon,ICU,1000HAB,0.14637,34160,2019
US,NC,madison,ICU,1000HAB,0,21347,2019
US,NC,martin,ACUTE,1000HAB,2.109614,23227,2018
US,NC,martin,ICU,1000HAB,0.25832,23227,2019
US,NC,mcdowell,ACUTE,1000HAB,1.442233,45069,2018
US,NC,mcdowell,ICU,1000HAB,0.199694,45069,2019
US,NC,mecklenburg,ACUTE,1000HAB,2.525404,1034290,2018
US,NC,mecklenburg,ICU,1000HAB,0.167265,1034290,2019
US,NC,mecklenburg,OTHER,1000HAB,0.140193,1034290,2018
US,NC,mecklenburg,PSYCHIATRIC,1000HAB,0.185635,1034290,2018
US,NC,mitchell,ACUTE,1000HAB,3.035302,15155,2018
US,NC,mitchell,ICU,1000HAB,0,15155,2019
US,NC,montgomery,ACUTE,1000HAB,1.348151,27445,2018
US,NC,montgomery,ICU,1000HAB,0,27445,2019
US,NC,moore,ACUTE,1000HAB,3.949422,94191,2018
US,NC,moore,ICU,1000HAB,0.721937,94191,2019
US,NC,nash,ACUTE,1000HAB,3.750332,94125,2018
US,NC,nash,ICU,1000HAB,0.223108,94125,2019
US,NC,nash,OTHER,1000HAB,0.531208,94125,2018
US,NC,new hanover,ACUTE,1000HAB,3.497585,219866,2018
US,NC,new hanover,ICU,1000HAB,0.259249,219866,2019
US,NC,northampton,ICU,1000HAB,0,20426,2019
US,NC,onslow,ACUTE,1000HAB,0.84075,192685,2018
US,NC,onslow,ICU,1000HAB,0.072657,192685,2019
US,NC,orange,ACUTE,1000HAB,6.318224,141812,2018
US,NC,orange,ICU,1000HAB,0.091671,141812,2019
US,NC,pamlico,ICU,1000HAB,0,12803,2019
US,NC,pasquotank,ACUTE,1000HAB,4.602235,39546,2018
US,NC,pasquotank,ICU,1000HAB,0.25287,39546,2019
US,NC,pender,ACUTE,1000HAB,1.492278,57630,2018
US,NC,pender,ICU,1000HAB,0,57630,2019
US,NC,perquimans,ICU,1000HAB,0,13506,2019
US,NC,person,ACUTE,1000HAB,2.803262,39240,2018
US,NC,person,ICU,1000HAB,0.152905,39240,2019
US,NC,pitt,ACUTE,1000HAB,5.150609,176484,2018
US,NC,pitt,ICU,1000HAB,0.402303,176484,2019
US,NC,polk,ACUTE,1000HAB,1.712832,20434,2018
US,NC,polk,ICU,1000HAB,0.293628,20434,2019
US,NC,randolph,ACUTE,1000HAB,1.015214,142827,2018
US,NC,randolph,ICU,1000HAB,0.084018,142827,2019
US,NC,richmond,ACUTE,1000HAB,3.586595,45447,2018
US,NC,richmond,ICU,1000HAB,0,45447,2019
US,NC,robeson,ACUTE,1000HAB,3.368434,134187,2018
US,NC,robeson,ICU,1000HAB,0.186307,134187,2019
US,NC,rockingham,ACUTE,1000HAB,3.844222,91566,2018
US,NC,rockingham,ICU,1000HAB,0.09829,91566,2019
US,NC,rowan,ACUTE,1000HAB,1.92889,138940,2018
US,NC,rowan,ICU,1000HAB,0.143947,138940,2019
US,NC,rutherford,ACUTE,1000HAB,2.149632,66523,2018
US,NC,rutherford,ICU,1000HAB,0.270583,66523,2019
US,NC,sampson,ACUTE,1000HAB,2.29329,63664,2018
US,NC,sampson,ICU,1000HAB,0.12566,63664,2019
US,NC,scotland,ACUTE,1000HAB,2.934123,35445,2018
US,NC,scotland,ICU,1000HAB,0.225702,35445,2019
US,NC,stanly,ACUTE,1000HAB,1.790554,60875,2018
US,NC,stanly,ICU,1000HAB,0.164271,60875,2019
US,NC,stokes,ACUTE,1000HAB,2.016304,46124,2018
US,NC,stokes,ICU,1000HAB,0,46124,2019
US,NC,surry,ACUTE,1000HAB,3.125216,72315,2018
US,NC,surry,ICU,1000HAB,0.138284,72315,2019
US,NC,swain,ACUTE,1000HAB,3.378378,14208,2018
US,NC,swain,ICU,1000HAB,1.970721,14208,2018
US,NC,transylvania,ACUTE,1000HAB,2.823586,33291,2018
US,NC,transylvania,ICU,1000HAB,0.120153,33291,2019
US,NC,tyrrell,ICU,1000HAB,0,4090,2019
US,NC,union,ACUTE,1000HAB,1.022085,222095,2018
US,NC,union,ICU,1000HAB,0.063036,222095,2019
US,NC,vance,ACUTE,1000HAB,2.296263,44420,2018
US,NC,vance,ICU,1000HAB,0.450248,44420,2019
US,NC,wake,ACUTE,1000HAB,1.739579,1023811,2018
US,NC,wake,ICU,1000HAB,0.17093,1023811,2019
US,NC,warren,ICU,1000HAB,0,20190,2019
US,NC,washington,ACUTE,1000HAB,3.973725,12331,2018
US,NC,washington,ICU,1000HAB,0,12331,2019
US,NC,watauga,ACUTE,1000HAB,4.062073,53421,2018
US,NC,watauga,ICU,1000HAB,0.187192,53421,2019
US,NC,wayne,ACUTE,1000HAB,2.538234,124496,2018
US,NC,wayne,ICU,1000HAB,0.128518,124496,2019
US,NC,wilkes,ACUTE,1000HAB,1.897118,68525,2018
US,NC,wilkes,ICU,1000HAB,0.116746,68525,2019
US,NC,wilson,ACUTE,1000HAB,3.895354,81379,2018
US,NC,wilson,ICU,1000HAB,0.172035,81379,2019
US,NC,yadkin,ACUTE,1000HAB,0.581626,37825,2018
US,NC,yadkin,ICU,1000HAB,0,37825,2019
US,NC,yancey,ICU,1000HAB,0,17605,2019
US,ND,adams,ICU,1000HAB,10.557432,2368,2018
US,ND,barnes,ICU,1000HAB,2.278735,10971,2018
US,ND,benson,ICU,1000HAB,0,6875,2019
US,ND,billings,ICU,1000HAB,0,983,2019
US,ND,bottineau,ICU,1000HAB,3.758833,6651,2018
US,ND,bowman,ICU,1000HAB,7.129572,3226,2018
US,ND,burke,ICU,1000HAB,0,2253,2019
US,ND,burleigh,ACUTE,1000HAB,5.521154,92372,2018
US,ND,burleigh,ICU,1000HAB,0.779457,92372,2019
US,ND,cass,ACUTE,1000HAB,6.570156,170620,2018
US,ND,cass,ICU,1000HAB,0.650569,170620,2019
US,ND,cass,OTHER,1000HAB,0.18169,170620,2018
US,ND,cass,PSYCHIATRIC,1000HAB,0.644708,170620,2018
US,ND,cavalier,ICU,1000HAB,5.239717,3817,2018
US,ND,dickey,ICU,1000HAB,3.967467,5041,2018
US,ND,divide,ICU,1000HAB,6.307822,2378,2018
US,ND,dunn,ICU,1000HAB,0,4349,2019
US,ND,eddy,ICU,1000HAB,0,2321,2019
US,ND,emmons,ICU,1000HAB,4.131012,3389,2018
US,ND,foster,ICU,1000HAB,7.534659,3318,2018
US,ND,golden valley,ICU,1000HAB,0,1892,2019
US,ND,grand forks,ACUTE,1000HAB,4.306288,70130,2018
US,ND,grand forks,ICU,1000HAB,0.37074,70130,2019
US,ND,grand forks,OTHER,1000HAB,3.664623,70130,2018
US,ND,grand forks,PSYCHIATRIC,1000HAB,0.998146,70130,2018
US,ND,grant,ICU,1000HAB,12.568077,2387,2018
US,ND,griggs,ICU,1000HAB,7.908612,2276,2018
US,ND,hettinger,ICU,1000HAB,0,2601,2019
US,ND,kidder,ICU,1000HAB,0,2457,2019
US,ND,lamoure,ICU,1000HAB,0,4106,2019
US,ND,logan,ICU,1000HAB,0,1932,2019
US,ND,mchenry,ICU,1000HAB,0,5951,2019
US,ND,mcintosh,ICU,1000HAB,16.41791,2680,2018
US,ND,mckenzie,ICU,1000HAB,2.05497,11679,2018
US,ND,mclean,ICU,1000HAB,4.892266,9607,2018
US,ND,mercer,ICU,1000HAB,1.505152,8637,2018
US,ND,morton,ICU,1000HAB,0,30059,2019
US,ND,morton,OTHER,1000HAB,1.363984,30059,2018
US,ND,mountrail,ICU,1000HAB,1.101542,9986,2018
US,ND,nelson,ICU,1000HAB,6.395153,2971,2018
US,ND,oliver,ICU,1000HAB,0,1822,2019
US,ND,pembina,ICU,1000HAB,2.836879,7050,2018
US,ND,pierce,ICU,1000HAB,5.85206,4272,2018
US,ND,ramsey,ICU,1000HAB,2.160014,11574,2018
US,ND,ransom,ICU,1000HAB,4.620218,5411,2018
US,ND,renville,ICU,1000HAB,0,2543,2019
US,ND,richland,ICU,1000HAB,0,16333,2019
US,ND,rolette,ICU,1000HAB,1.70567,14657,2018
US,ND,sargent,ICU,1000HAB,0,3883,2019
US,ND,sheridan,ICU,1000HAB,0,1403,2019
US,ND,sioux,ACUTE,1000HAB,2.714932,4420,2020
US,ND,sioux,ICU,1000HAB,0,4420,2019
US,ND,slope,ICU,1000HAB,0,674,2019
US,ND,stark,ICU,1000HAB,1.649294,30316,2015
US,ND,steele,ICU,1000HAB,0,1915,2019
US,ND,stutsman,ICU,1000HAB,1.187197,21058,2018
US,ND,stutsman,PSYCHIATRIC,1000HAB,6.648305,21058,2018
US,ND,towner,ICU,1000HAB,8.857396,2258,2018
US,ND,traill,ICU,1000HAB,5.093168,8050,2018
US,ND,walsh,ICU,1000HAB,2.564103,10920,2018
US,ND,ward,ACUTE,1000HAB,7.209743,69628,2018
US,ND,ward,ICU,1000HAB,0.359051,69628,2018
US,ND,wells,ICU,1000HAB,6.113964,4089,2018
US,ND,williams,ICU,1000HAB,1.519018,32916,2018
US,NE,adams,ACUTE,1000HAB,5.100748,31564,2018
US,NE,adams,ICU,1000HAB,0.316817,31564,2019
US,NE,antelope,ICU,1000HAB,5.775835,6406,2015
US,NE,arthur,ICU,1000HAB,0,421,2019
US,NE,banner,ICU,1000HAB,0,728,2019
US,NE,blaine,ICU,1000HAB,0,502,2019
US,NE,boone,ICU,1000HAB,4.666791,5357,2018
US,NE,box butte,ICU,1000HAB,2.232143,11200,2018
US,NE,boyd,ICU,1000HAB,9.760859,2049,2018
US,NE,brown,ICU,1000HAB,7.521256,3058,2018
US,NE,buffalo,ACUTE,1000HAB,5.344637,48834,2018
US,NE,buffalo,ICU,1000HAB,0.696236,48834,2019
US,NE,buffalo,PSYCHIATRIC,1000HAB,1.24913,48834,2018
US,NE,burt,ICU,1000HAB,2.749771,6546,2018
US,NE,butler,ICU,1000HAB,2.467613,8105,2018
US,NE,cass,ICU,1000HAB,0,25513,2019
US,NE,cedar,ICU,1000HAB,0,8561,2019
US,NE,chase,ICU,1000HAB,5.784907,3803,2018
US,NE,cherry,ICU,1000HAB,4.316298,5792,2018
US,NE,cheyenne,ACUTE,1000HAB,2.497004,10012,2018
US,NE,cheyenne,ICU,1000HAB,0.399521,10012,2019
US,NE,cheyenne,OTHER,1000HAB,8.789453,10012,2016
US,NE,clay,ICU,1000HAB,0,6264,2019
US,NE,colfax,ICU,1000HAB,2.354936,10616,2018
US,NE,cuming,ICU,1000HAB,2.765793,9039,2018
US,NE,custer,ICU,1000HAB,3.229974,10836,2018
US,NE,dakota,ICU,1000HAB,0,20529,2019
US,NE,dawes,ICU,1000HAB,2.786447,8972,2018
US,NE,dawson,ICU,1000HAB,2.424242,23925,2018
US,NE,deuel,ICU,1000HAB,0,1901,2019
US,NE,dixon,ICU,1000HAB,0,5765,2019
US,NE,dodge,ACUTE,1000HAB,2.214567,36576,2018
US,NE,dodge,ICU,1000HAB,0,36576,2019
US,NE,douglas,ACUTE,1000HAB,4.509683,549706,2018
US,NE,douglas,ICU,1000HAB,0.340182,549706,2019
US,NE,douglas,OTHER,1000HAB,0.922311,549706,2018
US,NE,douglas,PSYCHIATRIC,1000HAB,0.149171,549706,2018
US,NE,dundy,ICU,1000HAB,6.941001,2017,2018
US,NE,fillmore,ICU,1000HAB,3.569516,5603,2018
US,NE,franklin,ICU,1000HAB,4.637297,3019,2018
US,NE,frontier,ICU,1000HAB,0,2624,2019
US,NE,furnas,ICU,1000HAB,4.154549,4814,2018
US,NE,gage,ICU,1000HAB,2.311391,21632,2015
US,NE,garden,ICU,1000HAB,5.227392,1913,2018
US,NE,garfield,ICU,1000HAB,0,1958,2019
US,NE,gosper,ICU,1000HAB,0,2019,2019
US,NE,grant,ICU,1000HAB,0,682,2019
US,NE,greeley,ICU,1000HAB,0,2436,2019
US,NE,hall,ACUTE,1000HAB,2.596639,61233,2018
US,NE,hall,ICU,1000HAB,0.261297,61233,2019
US,NE,hamilton,ICU,1000HAB,1.530222,9149,2018
US,NE,harlan,ICU,1000HAB,5.477083,3469,2018
US,NE,hayes,ICU,1000HAB,0,957,2019
US,NE,hitchcock,ICU,1000HAB,0,2860,2019
US,NE,holt,ICU,1000HAB,4.177596,10293,2018
US,NE,hooker,ICU,1000HAB,0,684,2019
US,NE,howard,ICU,1000HAB,3.915427,6385,2018
US,NE,jefferson,ICU,1000HAB,2.336449,7276,2018
US,NE,johnson,ICU,1000HAB,3.461538,5200,2018
US,NE,kearney,ICU,1000HAB,1.527417,6547,2018
US,NE,keith,ICU,1000HAB,2.214295,8129,2018
US,NE,keya paha,ICU,1000HAB,0,720,2019
US,NE,kimball,ICU,1000HAB,3.253796,3688,2018
US,NE,knox,ICU,1000HAB,2.707156,8496,2018
US,NE,lancaster,ACUTE,1000HAB,3.211939,306357,2018
US,NE,lancaster,ICU,1000HAB,0.35253,306357,2019
US,NE,lancaster,OTHER,1000HAB,0.554908,306357,2018
US,NE,lancaster,PSYCHIATRIC,1000HAB,0.652833,306357,2018
US,NE,lincoln,ACUTE,1000HAB,3.261267,35569,2018
US,NE,lincoln,ICU,1000HAB,0.534173,35569,2019
US,NE,logan,ICU,1000HAB,0,919,2019
US,NE,loup,ICU,1000HAB,0,537,2019
US,NE,madison,ACUTE,1000HAB,3.736239,35062,2018
US,NE,madison,ICU,1000HAB,0.684502,35062,2019
US,NE,madison,PSYCHIATRIC,1000HAB,4.278136,35062,2018
US,NE,mcpherson,ICU,1000HAB,0,432,2019
US,NE,merrick,ICU,1000HAB,2.554605,7829,2018
US,NE,morrill,ICU,1000HAB,4.079135,4903,2018
US,NE,nance,ICU,1000HAB,5.32362,3569,2018
US,NE,nemaha,ICU,1000HAB,2.272404,7041,2018
US,NE,nuckolls,ICU,1000HAB,5.789717,4318,2018
US,NE,otoe,ICU,1000HAB,3.401575,15875,2016
US,NE,pawnee,ICU,1000HAB,4.068047,2704,2018
US,NE,perkins,ICU,1000HAB,6.887052,2904,2018
US,NE,phelps,ICU,1000HAB,2.728364,9163,2018
US,NE,pierce,ICU,1000HAB,5.574913,7175,2018
US,NE,platte,ACUTE,1000HAB,1.551331,32875,2018
US,NE,platte,ICU,1000HAB,0.152091,32875,2019
US,NE,polk,ICU,1000HAB,3.051106,5244,2018
US,NE,red willow,ICU,1000HAB,2.299908,10870,2018
US,NE,richardson,ICU,1000HAB,2.983219,8045,2018
US,NE,rock,ICU,1000HAB,17.378711,1381,2018
US,NE,saline,ICU,1000HAB,3.001745,14325,2018
US,NE,sarpy,ACUTE,1000HAB,1.004635,175188,2018
US,NE,sarpy,ICU,1000HAB,0.045665,175188,2019
US,NE,sarpy,OTHER,1000HAB,0.182661,175188,2016
US,NE,saunders,ICU,1000HAB,0.763614,20953,2018
US,NE,scotts bluff,ACUTE,1000HAB,4.546824,36509,2018
US,NE,scotts bluff,ICU,1000HAB,0.602591,36509,2019
